rcode,馬番,馬名,SmartRC馬コード,ten_has,ten_has_rank,ten1f_best,ten1f_best_rank,h1_ten1f,h1_ten1f_rank,ten_pat,agari_pat,agari_has,agari_has_rank,date,場所,R,レース名
2026090506040107,5,ガードオブオナー,2023107327,388, ,130,7,135,6,30,50,385,6,20260905,中山,7,nan
2026090506040107,6,エッチェレンテ,2023106914,363,2,131,10,136,7,  ,15,373,3,20260905,中山,7,nan
2026090506040107,7,エースオブゴールド,2023100784,377,7,130,7,136,7,  ,50,385,6,20260905,中山,7,nan
2026090506040107,8,ピードモント,2023107348,373,6,129,4,140,12,  ,15,363,1,20260905,中山,7,nan
2026090506040107,9,ジュングロワール,2023107425,381, ,136,15,140,12,  ,  ,384,5,20260905,中山,7,nan
2026090506040107,10,マイネルオランチア,2023106406,366,4,130,7,,,50,  ,375,4,20260905,中山,7,nan
2026090506040107,11,レプレセンタル,2023103624,396, ,132,11,138,11,  ,15,385,6,20260905,中山,7,nan
2026090506040107,12,マイネルゼーロス,2023106474,360,1,124,1,129,1,15,50,390, ,20260905,中山,7,nan
2026090506040107,13,ヨーゼフ,2023107061,   , ,133,12,133,5,  ,  ,   , ,20260905,中山,7,nan
2026090506040107,14,スコアレジーナ,2023101925,   , ,126,2,131,3,  ,  ,   , ,20260905,中山,7,nan
2026090506040107,15,ホウオウファミリー,2023105322,379, ,129,4,131,3,50,  ,389, ,20260905,中山,7,nan
2026090506040107,16,ピュアクローム,2023100595,366,4,133,12,,,  ,  ,368,2,20260905,中山,7,nan
2026090506040108,1,マサノピンクレディ,2023103006,351,5,120,5,132,11,30,  ,371,8,20260905,中山,8,nan
2026090506040108,2,ローズブーケ,2023100453,342,1,118,1,118,1,15,  ,387, ,20260905,中山,8,nan
2026090506040108,3,マナマカナ,2021103135,367, ,138,16,140,15,  ,50,367,4,20260905,中山,8,nan
2026090506040108,4,ノーブルミステリー,2020106429,365, ,125,13,127,4,30,  ,375, ,20260905,中山,8,nan
2026090506040108,5,コウジハラ,2023101860,354,6,119,2,121,3,30,  ,385, ,20260905,中山,8,nan
2026090506040108,6,カンレイスター,2023105558,349,3,119,2,129,8,30,  ,368,6,20260905,中山,8,nan
2026090506040108,7,マーガレットクレア,2023100722,368, ,127,14,134,13,  ,30,364,2,20260905,中山,8,nan
2026090506040108,8,ベルヴィヴァン,2022105119,350,4,119,2,119,2,50,  ,390, ,20260905,中山,8,nan
2026090506040108,9,トキメキジニア,2022100323,370, ,123,11,131,10,  ,  ,376, ,20260905,中山,8,nan
2026090506040108,10,パッションディーバ,2022101312,364, ,122,9,134,13,  ,50,373, ,20260905,中山,8,nan
2026090506040108,11,ビアフォーナウ,2021104481,363, ,122,9,128,6,  ,50,372, ,20260905,中山,8,nan
2026090506040108,12,チェルシー,2021106724,345,2,120,5,128,6,  ,  ,376, ,20260905,中山,8,nan
2026090506040108,13,ブエナディオサ,2019106938,361, ,121,7,,,  ,  ,368,6,20260905,中山,8,nan
2026090506040108,14,オオゾラヒバリ,2021101793,355,7,121,7,132,11,  ,50,359,1,20260905,中山,8,nan
2026090506040108,15,ベアアッコチャン,2023101039,359,8,127,14,129,8,  ,15,367,4,20260905,中山,8,nan
2026090506040108,16,レインボーラッキー,2022106324,360, ,123,11,127,4,  ,  ,366,3,20260905,中山,8,nan
2026090506040109,1,コンヴァージョン,2022110092,359, ,129,14,,,  ,  ,343, ,20260905,中山,9,古作特別
2026090506040109,2,ショウナンダイン,2023102730,357,6,127,9,137,12,  ,15,336,2,20260905,中山,9,古作特別
2026090506040109,3,アレクレア,2022104851,360, ,131,15,131,7,  ,30,345, ,20260905,中山,9,古作特別
2026090506040109,4,マーゴットソラーレ,2021104831,346,3,125,7,,,15,  ,345, ,20260905,中山,9,古作特別
2026090506040109,5,スタニングヴュー,2022101272,359, ,121,2,129,5,30,  ,334,1,20260905,中山,9,古作特別
2026090506040109,6,ロジルーラー,2021105552,365, ,127,9,144,13,30,  ,389, ,20260905,中山,9,古作特別
2026090506040109,7,デイジー,2021104173,344,2,122,4,128,2,15,  ,342,6,20260905,中山,9,古作特別
2026090506040109,8,ルンベーラ,2023102403,343,1,124,6,135,11,50,  ,342,6,20260905,中山,9,古作特別
2026090506040109,9,クモヒトツナイ,2022101498,360, ,118,1,132,8,30,50,338,5,20260905,中山,9,古作特別
2026090506040109,10,ジャグアール,2021102717,366, ,122,4,134,10,  ,30,336,2,20260905,中山,9,古作特別
2026090506040109,11,レッドシュトラール,2022105156,357,6,128,11,128,2,30,  ,358, ,20260905,中山,9,古作特別
2026090506040109,12,ゴディアーモ,2023107159,356,5,128,11,130,6,  ,50,336,2,20260905,中山,9,古作特別
2026090506040109,13,クシマトゥルー,2023105222,353,4,121,2,121,1,30,  ,344, ,20260905,中山,9,古作特別
2026090506040109,14,ペプチドドリーム,2023100894,360, ,128,11,128,2,15,30,348, ,20260905,中山,9,古作特別
2026090506040109,15,コーディアリー,2023104488,360, ,126,8,132,8,  ,50,343, ,20260905,中山,9,古作特別
2026090506040110,1,トラスコンガーデン,2023100935,357, ,126,13,137,12,  ,30,338,4,20260905,中山,10,白井特別
2026090506040110,2,ルディドゥゲンジ,2023103934,338,4,123,10,132,10,50,  ,346, ,20260905,中山,10,白井特別
2026090506040110,3,サクセスカラー,2021104200,362, ,121,4,137,12,  ,30,334,2,20260905,中山,10,白井特別
2026090506040110,4,ジョウゲンノツキ,2021102755,341,5,121,4,126,8,  ,50,348, ,20260905,中山,10,白井特別
2026090506040110,5,インプロペリア,2022104956,341,5,123,10,123,5,15,  ,349, ,20260905,中山,10,白井特別
2026090506040110,6,ミニョンマルーン,2022103151,335,1,117,1,122,3,30,  ,346, ,20260905,中山,10,白井特別
2026090506040110,7,パーティーガール,2022106420,344, ,122,8,128,9,  ,30,345, ,20260905,中山,10,白井特別
2026090506040110,8,ドリーミングアップ,2021103303,348, ,125,12,125,6,  ,15,328,1,20260905,中山,10,白井特別
2026090506040110,9,ジャガード,2018103485,344, ,122,8,134,11,  ,30,337,3,20260905,中山,10,白井特別
2026090506040110,10,キープサインオン,2022103556,343, ,121,4,125,6,  ,  ,344,6,20260905,中山,10,白井特別
2026090506040110,11,タナスーペルノーバ,2023102661,336,2,121,4,121,1,15,15,345, ,20260905,中山,10,白井特別
2026090506040110,12,ウチュウノセカイ,2023106665,337,3,118,2,121,1,15,  ,352, ,20260905,中山,10,白井特別
2026090506040110,13,ヴィヴァクラウン,2021101595,341,5,118,2,122,3,30,  ,342,5,20260905,中山,10,白井特別
2026090506040111,1,クルゼイロドスル,2020101813,356, ,124,8,132,11,  ,  ,331,4,20260905,中山,11,京成杯オータムＨ
2026090506040111,2,ミナデオロ,2021104854,348,7,125,12,127,6,15,  ,338, ,20260905,中山,11,京成杯オータムＨ
2026090506040111,3,ドロップオブライト,2019105806,351,8,121,2,131,10,  ,50,330,2,20260905,中山,11,京成杯オータムＨ
2026090506040111,4,フォルテアンジェロ,2023107345,355, ,126,15,133,15,  ,30,328,1,20260905,中山,11,京成杯オータムＨ
2026090506040111,5,サイルーン,2019104838,357, ,125,12,132,11,  ,50,335,8,20260905,中山,11,京成杯オータムＨ
2026090506040111,6,ファンダム,2022105836,337,1,120,1,132,11,30,  ,341, ,20260905,中山,11,京成杯オータムＨ
2026090506040111,7,エコロブルーム,2021105565,355, ,124,8,125,5,15,  ,334,5,20260905,中山,11,京成杯オータムＨ
2026090506040111,8,ピコローズ,2022101765,359, ,125,12,132,11,  ,15,330,2,20260905,中山,11,京成杯オータムＨ
2026090506040111,9,レザベーション,2023103268,339,2,124,8,124,3,30,  ,338, ,20260905,中山,11,京成杯オータムＨ
2026090506040111,10,ヴァルキリーバース,2022104764,355, ,126,15,130,9,50,  ,334,5,20260905,中山,11,京成杯オータムＨ
2026090506040111,11,クランフォード,2021100139,339,2,121,2,123,2,15,  ,334,5,20260905,中山,11,京成杯オータムＨ
2026090506040111,12,ディールメーカー,2023103326,346,6,121,2,121,1,15,  ,339, ,20260905,中山,11,京成杯オータムＨ
2026090506040111,13,メタルスピード,2020101772,340,4,121,2,124,3,15,  ,357, ,20260905,中山,11,京成杯オータムＨ
2026090506040111,14,リラボニート,2021103519,353, ,124,8,129,8,  ,  ,335,8,20260905,中山,11,京成杯オータムＨ
2026090506040111,15,テレサ,2022104885,354, ,123,6,133,15,30,  ,339, ,20260905,中山,11,京成杯オータムＨ
2026090506040111,16,ラケマーダ,2020101784,345,5,123,6,127,6,50,  ,341, ,20260905,中山,11,京成杯オータムＨ
2026090506040112,1,シルバードン,2022101987,357, ,125,14,137,13,  ,15,359,1,20260905,中山,12,nan
2026090506040112,2,ピュール,2023105784,367, ,124,12,134,12,  ,30,367,6,20260905,中山,12,nan
2026090506040112,3,アンプイットアップ,2023101146,347,1,119,2,128,10,15,  ,368, ,20260905,中山,12,nan
2026090506040112,4,スカット,2023104590,350,4,120,3,121,1,30,  ,379, ,20260905,中山,12,nan
2026090506040112,5,チュラヴェール,2023104607,347,1,118,1,127,6,15,  ,367,6,20260905,中山,12,nan
2026090506040112,6,キングクレオール,2021100506,357, ,122,5,127,6,  ,15,369, ,20260905,中山,12,nan
2026090506040112,7,グランルチャドール,2021102192,348,3,121,4,127,6,30,15,376, ,20260905,中山,12,nan
2026090506040112,8,ヴェネチアンキング,2023103320,360, ,122,5,128,10,  ,  ,380, ,20260905,中山,12,nan
2026090506040112,9,プルシャプラ,2022100582,354,5,122,5,127,6,  ,  ,363,3,20260905,中山,12,nan
2026090506040112,10,レイズレガシー,2023102978,356,7,122,5,122,2,30,15,364,5,20260905,中山,12,nan
2026090506040112,11,ザクシス,2022102711,360, ,124,12,124,4,50,  ,379, ,20260905,中山,12,nan
2026090506040112,12,ショウナンタハティ,2022103911,358, ,123,10,123,3,30,  ,359,1,20260905,中山,12,nan
2026090506040112,13,マイネルブリオン,2022102681,354,5,123,10,139,14,30,50,370, ,20260905,中山,12,nan
2026090506040112,14,トモジャシーマ,2020106771,359, ,122,5,124,4,50,30,363,3,20260905,中山,12,nan
2026090509040101,1,リアルメッセージ,2024106077,   , ,131,8,131,8,  ,  ,   , ,20260905,阪神,1,nan
2026090509040101,2,ラブシンフォニー,2024107177,365,5,134,10,134,10,  ,15,390,3,20260905,阪神,1,nan
2026090509040101,3,ビバームス,2024104705,   , ,126,3,130,5,50,50,   , ,20260905,阪神,1,nan
2026090509040101,4,クリコキアナ,2024100009,356,2,121,1,130,5,50,50,396,4,20260905,阪神,1,nan
2026090509040101,5,ベルメサージュ,2024102682,   , ,130,7,130,5,  ,50,   , ,20260905,阪神,1,nan
2026090509040101,6,グラスクラージュ,2024104494,   , ,139,11,139,11,  ,  ,   , ,20260905,阪神,1,nan
2026090509040101,7,ガヤーズランボー,2024105526,362,3,127,5,127,3,  ,50,384,1,20260905,阪神,1,nan
2026090509040101,8,スクワミッシュ,2024106237,363,4,126,3,126,2,  ,50,384,1,20260905,阪神,1,nan
2026090509040101,9,マルモリマイベスト,2024108132,348,1,123,2,123,1,50,50,399, ,20260905,阪神,1,nan
2026090509040101,10,キモンミナリッチ,2024104785,384, ,133,9,133,9,  ,  ,398,5,20260905,阪神,1,nan
2026090509040101,11,ベルヴェール,2024106458,   , ,127,5,127,3,50,50,   , ,20260905,阪神,1,nan
2026090509040102,1,コパノマハロ,2024102103,372,1,130,1,130,1,15,  ,340, ,20260905,阪神,2,nan
2026090509040102,2,ティフォシ,2024103816,384, ,134,3,134,3,30,30,329,1,20260905,阪神,2,nan
2026090509040102,3,デススパイラル,2024104977,386, ,137,4,137,4,  ,30,341, ,20260905,阪神,2,nan
2026090509040102,4,ブックオブケルズ,2024106356,374,2,132,2,132,2,50,50,353, ,20260905,阪神,2,nan
2026090509040102,5,ドミナント,2024106219,385, ,137,4,137,4,  ,15,339,2,20260905,阪神,2,nan
2026090509040103,1,レッドフレーザー,2023105340,377, ,126,2,132,4,30,30,390, ,20260905,阪神,3,nan
2026090509040103,2,カワキタベレッタ,2023104048,366, ,128,5,138,7,  ,15,370,1,20260905,阪神,3,nan
2026090509040103,3,サラサダンディー,2023105122,363,4,132,10,141,10,  ,15,382,4,20260905,阪神,3,nan
2026090509040103,4,ジャスティンゴッホ,2023104887,365,6,132,10,143,11,50,50,394, ,20260905,阪神,3,nan
2026090509040103,5,ガロピーネ,2023103194,361,3,129,8,129,2,  ,  ,432, ,20260905,阪神,3,nan
2026090509040103,6,ラッキーダイヤ,2023101781,382, ,134,12,145,12,  ,  ,377,2,20260905,阪神,3,nan
2026090509040103,7,ドラゴングローリア,2023107336,   , ,139,13,139,9,  ,30,   , ,20260905,阪神,3,nan
2026090509040103,8,デルマタカチホ,2023103385,   , ,128,5,128,1,15,  ,   , ,20260905,阪神,3,nan
2026090509040103,9,ラミエルノムスコ,2023103248,380, ,127,4,134,5,50,30,392, ,20260905,阪神,3,nan
2026090509040103,10,スターチューン,2023106848,363,4,126,2,130,3,30,50,382,4,20260905,阪神,3,nan
2026090509040103,11,レジェルテ,2023107303,356,1,128,5,135,6,  ,15,384,6,20260905,阪神,3,nan
2026090509040103,12,アルムランプシー,2023104323,358,2,122,1,,,30,  ,400, ,20260905,阪神,3,nan
2026090509040103,13,ロードファイター,2023100430,382, ,130,9,138,7,  ,30,377,2,20260905,阪神,3,nan
2026090509040104,1,ウイングサンライズ,2023100918,344,4,130,13,130,9,  ,50,343,9,20260905,阪神,4,nan
2026090509040104,2,ビッグヒーロー,2023106188,346,6,127,11,137,16,30,15,338,6,20260905,阪神,4,nan
2026090509040104,3,ルージュソムニウム,2023103605,341,2,124,5,129,7,50,  ,346, ,20260905,阪神,4,nan
2026090509040104,4,メイショウジーニー,2023106566,339,1,121,2,121,1,15,  ,352, ,20260905,阪神,4,nan
2026090509040104,5,アステルディーヴァ,2023104883,349,7,120,1,128,4,15,  ,333,2,20260905,阪神,4,nan
2026090509040104,6,メイショウプレマ,2023101585,353, ,124,5,128,4,15,  ,343,9,20260905,阪神,4,nan
2026090509040104,7,シャロン,2023105372,352,9,129,12,129,7,  ,50,342,8,20260905,阪神,4,nan
2026090509040104,8,アリディプラチノ,2023102063,345,5,123,3,128,4,15,  ,346, ,20260905,阪神,4,nan
2026090509040104,9,コースタルロード,2023100973,341,2,123,3,125,3,30,  ,348, ,20260905,阪神,4,nan
2026090509040104,10,エイシンニケ,2023105522,357, ,136,17,136,15,  ,15,334,3,20260905,阪神,4,nan
2026090509040104,11,サトノシャッツ,2023105276,   , ,,,,,  ,  ,   , ,20260905,阪神,4,nan
2026090509040104,12,バロッカネーラ,2023107332,353, ,124,5,124,2,15,  ,346, ,20260905,阪神,4,nan
2026090509040104,13,アステリアート,2023104950,350,8,125,8,132,11,15,  ,361, ,20260905,阪神,4,nan
2026090509040104,14,セイロンブリーズ,2023107266,359, ,135,16,135,13,  ,  ,339,7,20260905,阪神,4,nan
2026090509040104,15,カステッロトゥーレ,2023103397,353, ,131,14,135,13,  ,15,335,4,20260905,阪神,4,nan
2026090509040104,16,サーブルディアマン,2023103690,366, ,125,8,140,17,  ,  ,346, ,20260905,阪神,4,nan
2026090509040104,17,ペアピーターソン,2023106404,356, ,131,14,132,11,  ,15,332,1,20260905,阪神,4,nan
2026090509040104,18,ホワイトフレイムス,2023106873,352,9,125,8,130,9,50,50,335,4,20260905,阪神,4,nan
2026090509040105,1,メイショウレイナ,2024102300,   , ,,,,,  ,  ,   , ,20260905,阪神,5,nan
2026090509040105,2,ブロッサムスピア,2024107052,   , ,,,,,  ,  ,   , ,20260905,阪神,5,nan
2026090509040105,3,スマートエール,2024100590,   , ,,,,,  ,  ,   , ,20260905,阪神,5,nan
2026090509040105,4,リンピッド,2024102561,   , ,,,,,  ,  ,   , ,20260905,阪神,5,nan
2026090509040105,5,レーヴドヒロイン,2024106747,   , ,,,,,  ,  ,   , ,20260905,阪神,5,nan
2026090509040105,6,ゴールデンレシオ,2024104595,   , ,,,,,  ,  ,   , ,20260905,阪神,5,nan
2026090509040105,7,アイボリータワー,2024108283,   , ,,,,,  ,  ,   , ,20260905,阪神,5,nan
2026090509040105,8,イッソス,2024106246,   , ,,,,,  ,  ,   , ,20260905,阪神,5,nan
2026090509040105,9,ベルメグスタ,2024102020,   , ,,,,,  ,  ,   , ,20260905,阪神,5,nan
2026090509040105,10,ルミナスシェリー,2024101476,   , ,,,,,  ,  ,   , ,20260905,阪神,5,nan
2026090509040105,11,ソフィアビルド,2024105927,   , ,,,,,  ,  ,   , ,20260905,阪神,5,nan
2026090509040105,12,トレビスドンナ,2024106447,   , ,,,,,  ,  ,   , ,20260905,阪神,5,nan
2026090509040106,1,デザートキャンドル,2024108215,   , ,,,,,  ,  ,   , ,20260905,阪神,6,nan
2026090509040106,2,スカイメテオ,2024100937,   , ,,,,,  ,  ,   , ,20260905,阪神,6,nan
2026090509040106,3,ムスペルヘイム,2024106342,   , ,,,,,  ,  ,   , ,20260905,阪神,6,nan
2026090509040106,4,ツーエムマドンナ,2024104245,   , ,,,,,  ,  ,   , ,20260905,阪神,6,nan
2026090509040106,5,ウルスチャージ,2024104223,   , ,,,,,  ,  ,   , ,20260905,阪神,6,nan
2026090509040106,6,テムタワーボス,2024102457,   , ,,,,,  ,  ,   , ,20260905,阪神,6,nan
2026090509040106,7,サイトゥン,2024106774,   , ,,,,,  ,  ,   , ,20260905,阪神,6,nan
2026090509040106,8,オメガダフネ,2024104092,   , ,,,,,  ,  ,   , ,20260905,阪神,6,nan
2026090509040106,9,ツトム,2024105013,   , ,,,,,  ,  ,   , ,20260905,阪神,6,nan
2026090509040106,10,アンジェリカ,2024103265,   , ,,,,,  ,  ,   , ,20260905,阪神,6,nan
2026090509040106,11,サンライズモロヘイ,2024100422,   , ,,,,,  ,  ,   , ,20260905,阪神,6,nan
2026090509040106,12,ウブラヴ,2024102875,   , ,,,,,  ,  ,   , ,20260905,阪神,6,nan
2026090509040106,13,ナリタライズ,2024105955,   , ,,,,,  ,  ,   , ,20260905,阪神,6,nan
2026090509040107,1,レオナルドスター,2021104806,342,5,116,1,123,3,15,  ,349, ,20260905,阪神,7,nan
2026090509040107,2,モルティフレーバー,2022104901,344,8,120,7,127,9,  ,  ,338,1,20260905,阪神,7,nan
2026090509040107,3,ラブカムーン,2021106586,344,8,118,3,125,6,  ,30,344,5,20260905,阪神,7,nan
2026090509040107,4,ムーンリットアイル,2023107269,335,1,119,5,129,10,30,  ,353, ,20260905,阪神,7,nan
2026090509040107,5,ニシノトリビュート,2023104703,345, ,125,15,126,8,50,50,340,4,20260905,阪神,7,nan
2026090509040107,6,ワイドシュテルケ,2023100631,341,3,118,3,118,1,15,30,350, ,20260905,阪神,7,nan
2026090509040107,7,ベルファスト,2021101414,338,2,117,2,119,2,30,  ,351, ,20260905,阪神,7,nan
2026090509040107,8,アウクソー,2020103261,343,6,121,9,129,10,30,  ,338,1,20260905,阪神,7,nan
2026090509040107,9,クールフラン,2023106985,358, ,127,16,130,14,15,  ,347, ,20260905,阪神,7,nan
2026090509040107,10,モズイージス,2021102151,360, ,122,12,129,10,50,  ,344,5,20260905,阪神,7,nan
2026090509040107,11,モズレイラココナ,2022102122,   , ,121,9,,,  ,  ,   , ,20260905,阪神,7,nan
2026090509040107,12,エコロヴァイス,2022110128,354, ,119,5,125,6,15,  ,376, ,20260905,阪神,7,nan
2026090509040107,13,メイショウヤマモモ,2021103075,352, ,121,9,124,4,30,  ,353, ,20260905,阪神,7,nan
2026090509040107,14,マーゴットミスト,2023101632,343,6,120,7,129,10,  ,  ,344,5,20260905,阪神,7,nan
